,at_least_4_accuracy,at_least_4_loss,at_least_6_or_at_most_2_accuracy,at_least_6_or_at_most_2_loss,loss,steps,total_F1,total_accuracy
0,0.39554038643836975,0.7092527747154236,0.5095863342285156,0.6886718273162842,0.6988614201545715,0,0.43721917271614075,0.45312243700027466
1,0.2793077528476715,0.708267092704773,0.507628321647644,0.6890222430229187,0.6985504627227783,10,0.31904739141464233,0.3945872485637665
2,0.2581745684146881,0.7074891924858093,0.5064861178398132,0.6892213821411133,0.6982659101486206,20,0.2851000428199768,0.3835475444793701
3,0.2515184283256531,0.7069762349128723,0.5083625912666321,0.6892004013061523,0.6980016231536865,30,0.27527981996536255,0.38119953870773315
4,0.24993759393692017,0.7064809203147888,0.5089336633682251,0.6891672611236572,0.697738528251648,40,0.2734390199184418,0.38070523738861084
5,0.262833833694458,0.7059342861175537,0.5098311305046082,0.6892299652099609,0.6974997520446777,50,0.29240432381629944,0.387543261051178
6,0.254513680934906,0.7053983211517334,0.5096679329872131,0.6893042922019958,0.6972723007202148,60,0.27484986186027527,0.38334158062934875
7,0.26483067870140076,0.7050355672836304,0.5111364722251892,0.6893181800842285,0.6970998048782349,70,0.29045844078063965,0.3891909718513489
8,0.25251683592796326,0.704533576965332,0.5099942684173584,0.6894015073776245,0.6968934535980225,80,0.26360777020454407,0.3825177252292633
9,0.27365005016326904,0.7041980028152466,0.5130129456520081,0.6893141865730286,0.6966832876205444,90,0.30326586961746216,0.3945048749446869
10,0.37232714891433716,0.7042080163955688,0.5206004977226257,0.6891167163848877,0.6965885758399963,100,0.43140408396720886,0.44719064235687256
11,0.4730842709541321,0.7042255401611328,0.5290853977203369,0.6890068054199219,0.6965413093566895,110,0.5267602205276489,0.5013593435287476
12,0.5006240010261536,0.7048208713531494,0.5684098601341248,0.688797652721405,0.6967306137084961,120,0.6039285063743591,0.534849226474762
13,0.5006240010261536,0.7048625349998474,0.5987598896026611,0.688810408115387,0.6967573165893555,130,0.6355869770050049,0.5501729846000671
14,0.5006240010261536,0.7045532464981079,0.6055315136909485,0.6888761520385742,0.6966379284858704,140,0.6428265571594238,0.5535920262336731
15,0.5006240010261536,0.7041807174682617,0.6078975200653076,0.6889218688011169,0.6964762806892395,150,0.6457554697990417,0.5547866225242615
16,0.5006240010261536,0.7034314274787903,0.6011258959770203,0.6889881491661072,0.6961392760276794,160,0.6385689973831177,0.5513675808906555
17,0.5006240010261536,0.7026159763336182,0.5793424248695374,0.6890835165977478,0.6957836151123047,170,0.6163526177406311,0.5403690934181213
18,0.5006240010261536,0.7016792297363281,0.5659623146057129,0.6891928911209106,0.6953750252723694,180,0.5976545214653015,0.5336134433746338
19,0.5002080202102661,0.7010405659675598,0.5685730576515198,0.6892508268356323,0.6950880885124207,190,0.5982000231742859,0.5347256660461426
20,0.4738330841064453,0.7000402212142944,0.5402626991271973,0.6894447803497314,0.6946905851364136,200,0.5413966178894043,0.5073735117912292
21,0.4883933663368225,0.6996564269065857,0.5356122851371765,0.6895158290863037,0.6945365071296692,210,0.5432593822479248,0.5122343301773071
22,0.5000416040420532,0.6994187831878662,0.529411792755127,0.6895914673805237,0.6944571733474731,220,0.5409829616546631,0.5148706436157227
23,0.5006240010261536,0.6989469528198242,0.521661102771759,0.6897997260093689,0.6943286061286926,230,0.5248488783836365,0.5112456679344177
24,0.5006240010261536,0.6986003518104553,0.5197030305862427,0.6898707747459412,0.6941927075386047,240,0.5223191380500793,0.5102570652961731
25,0.5006240010261536,0.698655903339386,0.530880331993103,0.6897163391113281,0.6941422820091248,250,0.5420823097229004,0.5159004926681519
26,0.5006240010261536,0.6984837651252747,0.5373256206512451,0.6896951198577881,0.6940464377403259,260,0.553562581539154,0.5191547274589539
27,0.5006240010261536,0.6984039545059204,0.5538875460624695,0.6896592974662781,0.6939886212348938,270,0.5777499675750732,0.5275169014930725
28,0.5006240010261536,0.6979591250419617,0.5597617626190186,0.6896966695785522,0.6937874555587769,280,0.5858585834503174,0.5304827690124512
29,0.5006240010261536,0.6974918246269226,0.5592722296714783,0.6897725462913513,0.6935946941375732,290,0.5846142768859863,0.5302356481552124
30,0.5006240010261536,0.6969074606895447,0.5528269410133362,0.6898624897003174,0.6933504343032837,300,0.5749083757400513,0.5269813537597656
31,0.4863133430480957,0.6960141062736511,0.5361018180847168,0.6900491714477539,0.6930024027824402,310,0.5365738868713379,0.5114516615867615
32,0.47807636857032776,0.6957873106002808,0.5427919030189514,0.690012514591217,0.6928713917732239,320,0.5418354272842407,0.5107513666152954
33,0.4996255934238434,0.6957176923751831,0.5581300258636475,0.6899864077568054,0.6928239464759827,330,0.5803964138031006,0.5291646122932434
34,0.5006240010261536,0.6953292489051819,0.5600880980491638,0.6900658011436462,0.6926719546318054,340,0.5837048292160034,0.5306475758552551
35,0.49970880150794983,0.6947319507598877,0.5495635271072388,0.6901842355728149,0.6924356818199158,350,0.5669119358062744,0.5248805284500122
36,0.5031200647354126,0.6942600607872009,0.5531532764434814,0.6902657151222229,0.6922436356544495,360,0.5739589929580688,0.5283819437026978
37,0.5049505233764648,0.6937835216522217,0.5436893105506897,0.6903598308563232,0.6920552849769592,370,0.5604508519172668,0.5245097875595093
38,0.5047008991241455,0.6936712861061096,0.5542139410972595,0.690334141254425,0.6919866800308228,380,0.5767875909805298,0.5297001004219055
39,0.5092769861221313,0.6932298541069031,0.5405890345573425,0.6904059648513794,0.6918041706085205,390,0.5589011907577515,0.525086522102356
40,0.5108578205108643,0.6925667524337769,0.5250877141952515,0.6905808448791504,0.6915644407272339,400,0.5185582041740417,0.5180425047874451
41,0.5102754235267639,0.6920138597488403,0.5161948204040527,0.6907424330711365,0.691371738910675,410,0.465629518032074,0.5132641196250916
42,0.5126882195472717,0.6917167901992798,0.520763635635376,0.690726101398468,0.6912167072296143,420,0.46577712893486023,0.5167655348777771
43,0.526749312877655,0.6913950443267822,0.5242718458175659,0.6907505393028259,0.6910697817802429,430,0.4881126880645752,0.5254984498023987
44,0.540560781955719,0.6909083127975464,0.5162764191627502,0.690897524356842,0.6909029483795166,440,0.47076767683029175,0.5282995700836182
45,0.5546218752861023,0.6905921697616577,0.5175002217292786,0.6909255981445312,0.6907603740692139,450,0.4888162910938263,0.5358790755271912
46,0.5553706884384155,0.6905381679534912,0.5294933319091797,0.6908180117607117,0.6906790733337402,460,0.5452833771705627,0.5423051714897156
47,0.528163731098175,0.6905398368835449,0.5512768030166626,0.6907503604888916,0.6906461715698242,470,0.5833737254142761,0.5398336052894592
48,0.5157666802406311,0.6904783844947815,0.5614750981330872,0.690707802772522,0.6905941367149353,480,0.5963583588600159,0.5388449430465698
49,0.5269157290458679,0.689922034740448,0.5458921194076538,0.6908025741577148,0.6903665065765381,490,0.577468991279602,0.5364969372749329
50,0.5121058225631714,0.6899802088737488,0.5693073272705078,0.690740704536438,0.6903638243675232,500,0.6102619171142578,0.540986955165863
51,0.5066145062446594,0.6900482773780823,0.5875825881958008,0.6907234191894531,0.6903892755508423,510,0.6522744297981262,0.5474954843521118
52,0.5074465274810791,0.689815104007721,0.5794240236282349,0.6907604336738586,0.6902921795845032,520,0.6653572916984558,0.5437880754470825
53,0.5095266103744507,0.6894196271896362,0.5796687602996826,0.6907917857170105,0.6901124715805054,530,0.6637650728225708,0.5449414849281311
54,0.5165154933929443,0.6887282133102417,0.5852981805801392,0.6908591985702515,0.6898042559623718,540,0.6504299640655518,0.5512440204620361
55,0.5240868330001831,0.688201367855072,0.5747736096382141,0.6909003853797913,0.6895641684532166,550,0.625795841217041,0.5496786832809448
56,0.5241700410842896,0.6877992749214172,0.5663702487945557,0.6909576058387756,0.6893941760063171,560,0.6148422360420227,0.545477032661438
57,0.572094202041626,0.686857283115387,0.5254956483840942,0.6911753416061401,0.6890374422073364,570,0.5678457021713257,0.548566460609436
58,0.6461436152458191,0.685994029045105,0.5043648481369019,0.6915428042411804,0.688795804977417,580,0.5458622574806213,0.574559211730957
59,0.6562942266464233,0.6855037212371826,0.5022436380386353,0.6917024850845337,0.6886334419250488,590,0.544272243976593,0.5785137414932251
60,0.6872451901435852,0.6848527193069458,0.5003671646118164,0.6919912695884705,0.6884572505950928,600,0.5408594012260437,0.5928900837898254
61,0.716781735420227,0.6843175292015076,0.5001223683357239,0.6922228336334229,0.6883091926574707,610,0.5407853722572327,0.6073899865150452
62,0.7193610072135925,0.683784544467926,0.5010198354721069,0.6924711465835571,0.6881706714630127,620,0.5454806685447693,0.6091201305389404
63,0.7057991623878479,0.6833195090293884,0.5006935000419617,0.6926478743553162,0.6880290508270264,630,0.5493746399879456,0.6022409200668335
64,0.6919044852256775,0.6829914450645447,0.5003671646118164,0.6925925016403198,0.6878388524055481,640,0.5482462644577026,0.5951969027519226
65,0.7075464129447937,0.6824873685836792,0.5001223683357239,0.6926639080047607,0.6876253485679626,650,0.5513679385185242,0.6028175950050354
66,0.672352135181427,0.6822109222412109,0.49849066138267517,0.6925444602966309,0.6874284148216248,660,0.5451264977455139,0.5845690965652466
67,0.6371578574180603,0.6818380951881409,0.4992249310016632,0.6926729083061218,0.687308132648468,670,0.5355041027069092,0.5675152540206909
68,0.6506364941596985,0.6811687350273132,0.5002855658531189,0.6930365562438965,0.6871612071990967,680,0.5385302901268005,0.574724018573761
69,0.6405690908432007,0.6806642413139343,0.5003671646118164,0.6931236982345581,0.6869550943374634,690,0.5357396602630615,0.5697808265686035
70,0.6556285619735718,0.6799048185348511,0.5008566379547119,0.6934260725975037,0.6867316365242004,700,0.5398178100585938,0.5774839520454407
71,0.6711872816085815,0.6792161464691162,0.5007750391960144,0.6936187744140625,0.6864878535270691,710,0.5441129803657532,0.5851458311080933
72,0.7170313596725464,0.678412914276123,0.5015093684196472,0.6939405798912048,0.6862527132034302,720,0.5575250387191772,0.6082139015197754
73,0.7311756610870361,0.6775183081626892,0.5016725063323975,0.6943179965019226,0.686000406742096,730,0.56156986951828,0.6152990460395813
74,0.7823446393013,0.676540732383728,0.5019172430038452,0.6949171423912048,0.6858185529708862,740,0.5752691030502319,0.6407563090324402
75,0.839171290397644,0.6757070422172546,0.5020804405212402,0.6956037282943726,0.6857531070709229,750,0.571138858795166,0.668973445892334
